N do Patrimonio,Descricao do Bem,Quantidade,Localizacao,N Nota Fiscal,Data de Aquisicao,Data  de  Saida,Fornecedor,Valor R$,Grau de Depreciacao
0001,Escrivaninha em L,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 1470.00,A - otimo
0002,Gaveteiro com duas gavetas e um fichario,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 379.00,A - otimo
0003,Cadeira para escrivaninha,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 237.00,A - otimo
0004,Armario com duas portas cinco prateleiras,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 1190.00,A - otimo
0005,Balcao com quatro portas uma gaveta e lugar p/frigobar,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 0.00,A - otimo
0006,Frigobar Consul Modelo CRC12ABBNA30,1,Sala Panoramica,,5/8/2012,,,R$ 668.71,A - otimo
0007,Mesa para reuniao Eliptica,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 2900.00,A - otimo
0008,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0009,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0010,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0011,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0012,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0013,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0014,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0015,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0016,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0017,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0018,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0019,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0020,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0021,Cadeira para mesa de reuniao,1,Sala Panoramica,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 199.00,A - otimo
0022,Estabilizador Modelo SD 300 H T1,1,Sala Panoramica,1599,12/9/2008,,JR Informatica,R$ 30.00,A - otimo
0023,CPU oro,1,Sala Panoramica,1599,12/9/2008,,JR Informatica,R$ 600.00,A - otimo
0024,Monitor Samsung Modelo BN68-01570A-00,1,Sala Panoramica,1599,12/9/2008,,JR Informatica,R$ 0.00,A - otimo
0025,Adaptador Samsung Modelo BN81-04146A-01,1,Sala Panoramica,1599,12/9/2008,,JR Informatica,R$ 0.00,A - otimo
0026,Teclado Modelo KB520KPBZ0000K1,1,Sala Panoramica,1599,12/9/2008,,JR Informatica,R$ 0.00,A - otimo
0027,Quadro Tropical Palms 2VRD,1,Sala Panoramica,,,,Tok & Stok,R$ 239.90,A - otimo
0028,Quadro Tropical Palms 2VRD,1,Sala Panoramica,,,,Tok & Stok,R$ 239.90,A - otimo
0029,Quadro Tania Atelier 50x100,1,Sala Panoramica,,,,Tania Porcelanas,R$ 300.00,A - otimo
0030,Lixeira Marfinite Modelo H40,1,Sala Panoramica,,5/8/2012,,Tok & Stok,R$ 215.50,A - otimo
0031,Ar Condicionado Carrier tipo split Modelo 38XCDo36515MC,1,Sala Panoramica,2315,8/16/2012,,Totaline,R$ 3569.27,A - otimo
0032,Escrivaninha reta,1,Assistente Social,205,5/15/2008,,Atual Marcenaria,R$ 1250.00,A - otimo
0033,Balcao em L com seis fichario e três gavetas,1,Assistente Social,205,5/15/2008,,Atual Marcenaria,R$ 2150.00,A - otimo
0034,Balcao reto com oito ficharios,1,Assistente Social,205,5/15/2008,,Atual Marcenaria,R$ 2150.00,A - otimo
0035,Armario com quatro fichario e duas portas com quatro prateleiras,1,Assistente Social,167,8/17/2012,,Marceneiros,R$ 2265.60,A - otimo
0036,Suporte para estabilizadores,1,Assistente Social,167,8/17/2012,,Marceneiros,R$ 453.00,A - otimo
0037,Cadeira para atendimento,1,Assistente Social,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0038,Cadeira para atendimento,1,Assistente Social,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0039,Cadeira de secretaria com braços,1,Assistente Social,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0040,CPU HP Modelo HP 18-1200br AIo PC BR,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 2449.00,A - otimo
0041,CVD Intelbras Modelo 1004,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 619.00,A - otimo
0042,Adaptador MXT Modelo MX-12V3.oAFX,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 119.00,A - otimo
0043,Adaptador HP TPCLAST,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 89.00,A - otimo
0044,Estabilizador  New Station Modelo ST700BI,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 298.00,A - otimo
0045,Estabilizador Progressive  Modelo 5.0BIFX,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 149.00,A - otimo
0046,Impressora HP Modelo 05911A,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 465.00,A - otimo
0047,Teclado HP Modelo PR1101U,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 0.00,A - otimo
0048,Impressora Epson Modelo B481A,1,Assistente Social,contrato 8840,,,JR Informatica,R$ 1149.00,A - otimo
0049,Aparelho Telefone Siemens Modelo Euroset 3020,1,Assistente Social,,,,,R$ 59.00,A - otimo
0050,Impressora Ricoh Modelo Aticio MP1500,1,Assistente Social,19605,10/5/2011,,Macdry Comercio Maquinas,R$ 191.10,A - otimo
0051,Estabilizador Xerox Modelo 105S70309,1,Assistente Social, ,,,,R$ 299.00,A - otimo
0052,Quadro Tania titulo Iris 90x130,1,Assistente Social,,,,Tania Porcelanas,R$ 500.00,A - otimo
0053,Cadeira de secretaria  ,1,Recepcao,,,,,R$ 66.00,A - otimo
0054,Balcao de duas portas,1,Recepcao,167,8/17/2012,,Marceneiros,R$ 1321.40,A - otimo
0055,Mesa recepcao,1,Recepcao,167,8/17/2012,,Marceneiros,R$ 1321.40,A - otimo
0056,Gaveteiro com duas gavetas e um fichario,1,Recepcao,,,,Marceneiros,R$ 1500.00,A - otimo
0057,Balcao com uma porta,1,Recepcao,,,,Marceneiros,R$ 2300.00,A - otimo
0058,Suporte para estabilizadores,1,Recepcao,,,,Marceneiros,R$ 250.00,A - otimo
0059,CPU Keylink,1,Recepcao,contrato 8478,,,JR Informatica,R$ 2049.00,A - otimo
0060,Teclado Maxxtro Modelo KWD-820,1,Recepcao,contrato 8478,,,JR Informatica,R$ 0.00,A - otimo
0061,Monitor LG Flatron Modelo L1553S,1,Recepcao,contrato 8478,,,JR Informatica,R$ 0.00,A - otimo
0062,Fragmentadora Royal Modelo VF808mx,1,Recepcao,,,,,R$ 484.00,A - otimo
0063,Adaptador LG DAS-36W-12 1,1,Recepcao,contrato 8478,,,JR Informatica,R$ 43.00,A - otimo
0064,Video Converter Modelo CM398,1,Recepcao,contrato 8478,,,JR Informatica,R$ 86.00,A - otimo
0065,Telefone Siemens Modelo Euroset 3005,1,Recepcao,,,,,R$ 59.00,A - otimo
0066,Lixeira Brinox,1,Recepcao,51788,3/16/2009,,Casa & Construcao,R$ 159.00,A - otimo
0067,Ar Condicionado Carrier tipo split Modelo 38KCM18C5,1,Assistente Social,2315,8/16/2012,,Totaline,R$ 4460.73,A - otimo
0068,Balcao para atendimento com divisoria,1,Advogados,205,5/15/2008,,Atual Marcenaria,R$ 800.00,A - otimo
0069,Balcao para atendimento com divisoria,1,Advogados,205,5/15/2008,,Atual Marcenaria,R$ 800.00,A - otimo
0070,Balcao para atendimento com divisoria,1,Advogados,205,5/15/2008,,Atual Marcenaria,R$ 800.00,A - otimo
0071,Balcao para atendimento com divisoria,1,Advogados,205,5/15/2008,,Atual Marcenaria,R$ 800.00,A - otimo
0072,Balcao para atendimento com divisoria,1,Advogados,205,5/15/2008,,Atual Marcenaria,R$ 800.00,A - otimo
0073,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0074,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0075,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0076,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0077,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0078,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0079,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0080,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0081,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0082,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0083,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0084,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0085,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0086,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0087,Cadeira para mesa de atendimento,1,Advogados,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0088,Estabilizador Modelo SD 300 H T1,1,Advogados,1599,12/9/2008,,JR Informatica,R$ 30.00,A - otimo
0089,CPU oro modelo MRoRVIA1.5DoSP03,1,Advogados,1599,12/9/2008,,JR Informatica,R$ 600.00,A - otimo
0090,Monitor Samsung Modelo 510N-8,1,Advogados,1599,12/9/2008,,JR Informatica,R$ 0.00,A - otimo
0091,Teclado Modelo KB520KPBZ0000K1,1,Advogados,1599,12/9/2008,,JR Informatica,R$ 0.00,A - otimo
0092,Ventilador de Teto Arge,1,Advogados,,,,,R$ 160.00,A - otimo
0093,Escrivaninha em L com duas gavetas,1,Psicologo,,,,Marcineiro,R$ 1850.00,A - otimo
0094,Cadeira para mesa de atendimento,1,Psicologo,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0095,Cadeira para mesa de atendimento,1,Psicologo,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0096,Cadeira para mesa de atendimento,1,Psicologo,2196,5/8/2012,,doacao,R$ 66.00,A - otimo
0097,Balança Filizola modelo 3134,1,Psicologo,,,,doacao,R$ 1200.00,A - otimo
0098,Balança EMBRAEME BA-100,1,Psicologo,,,,doacao,R$ 250.00,A - otimo
0099,Cama para atendimento infantil com gaveteiro e parte inferior,1,Psicologo,,,,doacao,R$ 329.00,A - otimo
0100,Balança Filizola para Bebe modelo 39889,1,Psicologo,,,,doacao,R$ 1299.00,A - otimo
0101,Armario Infantil com duas portas e cinco prateleiras,1,Psicologo,,,,doacao,R$ 522.00,A - otimo
0102,Lixeira Purimax,1,Psicologo,,,,doacao,R$ 159.00,A - otimo
0103,Ventilador de Teto Arge,1,Psicologo,,,,doacao,R$ 160.00,A - otimo
0104,Quadro Tania Titulo Copo de Leite 80 x 120,1,Psicologo,,,,Tania Porcelanas,R$ 500.00,A - otimo
0105,Cadeira odontologica,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 3500.00,B - Bom
0106,Cadeira do dentista,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 250.00,B - Bom
0107,Cadeira do dentista,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 200.00,B - Bom
0108,Flex Cart S  Mesa movel com acessorios,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 3040.00,B - Bom
0109,Armario para instrumentos,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 1253.00,B - Bom
0110,Armario  para medicamentos,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 874.00,B - Bom
0111,Autoclave Cristofoli modelo Vitale 12,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 1999.00,A - otimo
0112,Balcao de dentista com duas pias e gaveteiros Lafaiete,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 3500.00,B - Bom
0113,Luminaria odontologica,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 183.00,B - Bom
0114,Cuspideira odontologica,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 899.00,B - Bom
0115,Raio X Spectro,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 4274.00,B - Bom
0116,Motor da cuspideira,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 410.00,B - Bom
0117,Lixeira Bascuante 50lts modelo 0772,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 208.00,B - Bom
0118,Camera Escura odontologica Dental VH,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 208.00,B - Bom
0119,Mixalloy Rhos,1,Dentista,Doacao,9/4/2008,,odontCom,R$ 680.00,A - otimo
0120,Seladora Cristofoli 20cm,1,Dentista,Doacao,5/22/2008,,Doacao,R$ 374.00,B - Bom
0121,Ar Condicionado Springer de parede GW06320023,1,Dentista,27330,11/27/2009,,Totaline,R$ 860.79,A - otimo
0122,Balcao com 4 portas e 6 gavetas arquivos,1,Casa Logus,,,,Marcineiro,R$ 1800.00,A - otimo
0123,Mesa para atendimento com 2 gaveteiros e dois lugares,1,Casa Logus,,,,Marcineiro,R$ 1200.00,A - otimo
0124,Cadeira com encosto alto,1,Casa Logus,,,,,R$ 402.00,A - otimo
0125,Cadeira para mesa de atendimento,1,Casa Logus,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0126,Cadeira para mesa de atendimento,1,Casa Logus,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0127,Cadeira para mesa de atendimento,1,Casa Logus,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 66.00,A - otimo
0128,CPU HP Pavilion,1,Casa Logus,,,12/13/2017,,R$ 0.00,A - otimo
0129,Estabilizador Ragtech TR Net,1,Casa Logus,,,12/13/2017,,R$ 0.00,A - otimo
0130,Monitor LG Flatron Modelo L1553S,1,Casa Logus,683,8/4/2009,12/13/2017,Jr Informatica,R$ 0.00,A - otimo
0131,Teclado HP Modelo 5189,1,Casa Logus,,,12/13/2017,,R$ 0.00,A - otimo
0132,Adaptador LG DAS-36W-12 1,1,Casa Logus,,,,,R$ 79.00,A - otimo
0133,Aparelho Telefone Intelbras Pleno KC-7KD17,1,Casa Logus,,,,,R$ 59.00,A - otimo
0134,Quadro doadopela Kaiko 50 x 70 casa de campo - Silvana 08,1,Casa Logus,,,,,R$ 250.00,A - otimo
0135,Ventilador de Teto Arge,1,Casa Logus,,,,,R$ 160.00,A - otimo
0136,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0137,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0138,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0139,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0140,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0141,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0142,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0143,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0144,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0145,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0146,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0147,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0148,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0149,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0150,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0151,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0152,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0153,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0154,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0155,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0156,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0157,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0158,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0159,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0160,Cadeira Plastica Verde L 460 x A 400\ Encosto L 460 x A 310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0161,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0162,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0163,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0164,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0165,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0166,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0167,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0168,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0169,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0170,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0171,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0172,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0173,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0174,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0175,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0176,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0177,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0178,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0179,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0180,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0181,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0182,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0183,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0184,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0185,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0186,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0187,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0188,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0189,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0190,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0191,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0192,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0193,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0194,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0195,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0196,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0197,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0198,Cadeira Plastica Verde L 460 x A 400\ Encosto L 460 x A 310,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0199,Mesa Escolar do Professor,1,Sala Verde 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0200,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 1,9737,11/13/2009,,Gemini Iluminacao,R$ 128.00,A - otimo
0201,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 1,9737,11/13/2009,,Gemini Iluminacao,R$ 128.00,A - otimo
0202,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 1,9737,11/13/2009,,Gemini Iluminacao,R$ 128.00,A - otimo
0203,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 1,9737,11/13/2009,,Gemini Iluminacao,R$ 128.00,A - otimo
0204,Quadro Branco Graphisko luxo 200 x 120,1,Sala Verde 1,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0205,Cesto de Lixo Marfinite modelo H40,1,Sala Verde 1,,5/8/2012,,Marfinite,R$ 72.90,A - otimo
